Date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,weathercode,sunshine_duration
2024-09-25,23.6,16.4,23.1,13.6,0.0,0.0,0.0,0.0,33.9,50.8,6.84,2.76,3,10572.63
2024-09-26,28.0,20.8,30.7,20.1,0.0,0.0,0.0,0.0,24.2,34.6,11.53,2.9,3,21787.78
2024-09-27,24.8,21.7,27.4,24.6,36.5,36.5,0.0,14.0,22.5,34.6,4.35,1.09,65,0.0
2024-09-28,26.9,22.0,29.1,24.0,0.2,0.2,0.0,2.0,17.6,27.4,9.71,2.42,51,15686.94
2024-09-29,25.3,20.8,25.3,21.2,0.5,0.5,0.0,2.0,24.1,35.6,9.23,2.66,51,14843.48
2024-09-30,25.5,19.7,25.6,20.0,0.7,0.7,0.0,5.0,19.1,30.6,10.38,2.7,51,23383.27
2024-10-01,26.1,18.9,28.4,18.7,0.1,0.1,0.0,1.0,25.0,37.4,7.21,2.21,51,10493.3
2024-10-02,29.9,20.3,32.3,21.9,0.1,0.1,0.0,1.0,35.3,53.6,18.54,4.06,51,39432.11
2024-10-03,26.1,21.7,27.7,22.0,5.3,5.3,0.0,15.0,30.2,43.9,11.01,2.81,55,18000.0
2024-10-04,27.6,23.1,28.1,24.7,0.5,0.5,0.0,2.0,35.8,53.6,10.53,2.74,51,26907.52
2024-10-05,23.2,19.7,26.2,20.6,18.9,18.9,0.0,17.0,25.9,39.2,3.21,1.09,63,0.0
2024-10-06,26.0,19.6,28.0,20.9,1.8,1.8,0.0,3.0,17.2,27.4,9.91,2.12,61,19128.8
2024-10-07,27.5,19.7,28.8,22.5,0.0,0.0,0.0,0.0,38.0,56.5,14.85,3.12,3,31874.13
2024-10-08,22.3,16.2,25.2,14.4,13.2,13.2,0.0,14.0,26.9,40.7,3.38,1.34,63,0.0
2024-10-09,17.8,15.4,15.6,12.6,36.9,36.9,0.0,18.0,30.8,45.4,3.12,1.29,63,0.0
2024-10-10,20.4,15.0,18.2,11.4,1.2,1.2,0.0,6.0,28.9,43.6,8.2,2.44,51,24236.5
2024-10-11,22.8,12.8,24.0,11.2,0.0,0.0,0.0,0.0,17.9,25.9,16.53,3.01,3,36072.11
2024-10-12,24.0,15.1,24.8,14.3,0.0,0.0,0.0,0.0,16.0,25.2,16.7,3.12,1,38062.61
2024-10-13,25.1,15.8,24.2,15.2,0.0,0.0,0.0,0.0,18.5,31.0,16.53,3.34,1,37926.32
2024-10-14,24.2,14.8,24.0,13.3,0.2,0.2,0.0,2.0,20.5,33.1,14.84,3.0,51,35433.27
2024-10-15,25.5,16.0,26.0,15.8,0.0,0.0,0.0,0.0,14.8,21.2,16.5,3.17,3,36952.42
2024-10-16,25.7,16.6,28.0,17.1,0.0,0.0,0.0,0.0,11.3,16.2,11.97,2.31,3,27313.1
2024-10-17,24.8,19.8,25.5,21.4,1.6,1.6,0.0,7.0,19.5,31.3,9.32,2.05,53,20531.25
2024-10-18,24.1,19.1,27.1,19.9,5.5,5.5,0.0,12.0,17.2,28.8,7.96,1.59,63,16045.74
2024-10-19,28.0,20.6,29.9,17.6,1.4,1.4,0.0,4.0,37.2,54.4,12.09,3.02,53,30787.52
2024-10-20,20.1,12.0,17.0,9.2,1.3,1.3,0.0,4.0,32.4,52.2,11.7,3.32,53,33869.4
2024-10-21,19.5,9.5,17.7,5.3,0.0,0.0,0.0,0.0,26.2,42.1,12.51,2.68,3,32938.94
2024-10-22,23.9,12.8,24.8,10.0,0.0,0.0,0.0,0.0,20.3,33.8,13.08,2.59,3,31263.04
2024-10-23,25.5,16.9,27.0,18.1,0.3,0.3,0.0,1.0,37.2,54.0,8.37,1.9,51,16789.5
2024-10-24,26.5,19.3,28.8,19.4,0.2,0.2,0.0,2.0,24.0,43.2,11.78,2.59,51,27133.69
2024-10-25,21.0,17.7,20.7,17.1,3.3,3.3,0.0,7.0,20.1,29.2,3.19,1.41,53,0.0
2024-10-26,22.2,15.8,22.4,14.6,0.1,0.1,0.0,1.0,16.5,25.9,5.71,1.48,51,144.24
2024-10-27,23.5,15.2,25.5,15.0,0.6,0.6,0.0,3.0,17.4,23.8,12.57,2.27,51,33048.44
2024-10-28,21.0,17.7,22.3,17.1,15.4,15.4,0.0,14.0,23.5,34.9,4.14,1.1,63,2011.56
2024-10-29,18.5,13.3,17.0,10.1,29.7,29.7,0.0,14.0,27.0,41.8,6.09,1.72,63,10106.39
2024-10-30,22.2,13.4,22.5,8.9,11.4,11.4,0.0,11.0,42.5,63.7,8.49,2.67,61,18351.28
2024-10-31,20.0,10.7,19.8,9.0,0.0,0.0,0.0,0.0,29.1,44.6,13.1,2.53,3,34482.6
2024-11-01,21.5,10.6,22.3,9.5,5.6,5.6,0.0,7.0,13.5,22.3,11.26,1.89,55,25611.65
2024-11-02,17.9,15.1,18.4,12.5,58.2,58.2,0.0,24.0,36.4,60.8,3.22,0.79,65,0.0
2024-11-03,20.8,13.2,19.0,12.0,0.0,0.0,0.0,0.0,24.8,38.5,13.5,2.76,3,33688.87
2024-11-04,21.9,9.4,20.1,8.0,0.0,0.0,0.0,0.0,27.6,41.8,13.31,2.61,2,34068.61
2024-11-05,19.4,11.7,17.2,9.8,0.0,0.0,0.0,0.0,24.1,34.9,9.96,2.04,3,26017.72
2024-11-06,15.5,11.6,13.1,9.2,0.2,0.2,0.0,2.0,24.8,38.9,4.94,1.41,51,4574.42
2024-11-07,15.7,8.9,9.3,3.3,0.0,0.0,0.0,0.0,40.3,60.1,13.38,3.07,3,33518.89
2024-11-08,15.0,6.6,12.9,2.3,0.0,0.0,0.0,0.0,30.7,43.9,12.62,2.23,3,32683.63
2024-11-09,16.5,5.5,13.0,1.7,0.0,0.0,0.0,0.0,17.7,29.2,12.27,2.07,3,33180.48
2024-11-10,17.6,9.0,16.6,5.0,0.0,0.0,0.0,0.0,20.3,32.4,7.85,1.72,3,18230.05
2024-11-11,21.4,13.1,21.2,11.3,10.4,10.4,0.0,9.0,19.3,29.9,7.66,1.48,63,15491.2
2024-11-12,20.5,9.3,19.6,7.9,0.1,0.1,0.0,1.0,17.5,23.8,11.34,1.88,51,32852.2
2024-11-13,18.9,13.6,17.4,12.0,0.0,0.0,0.0,0.0,14.1,29.9,12.66,2.36,3,32753.56
2024-11-14,18.8,11.9,18.4,10.0,0.0,0.0,0.0,0.0,10.1,24.1,10.27,1.77,3,27005.07
2024-11-15,18.6,14.0,19.8,13.6,5.9,5.9,0.0,7.0,10.0,29.2,6.56,1.12,61,17248.19
2024-11-16,19.6,13.6,19.6,12.1,0.3,0.3,0.0,2.0,11.9,29.2,7.46,1.52,51,13902.68
2024-11-17,22.3,14.6,24.2,13.8,0.7,0.7,0.0,4.0,12.1,28.4,11.07,1.88,51,32400.0
2024-11-18,17.7,9.8,15.4,5.1,1.6,1.6,0.0,8.0,20.5,44.6,2.74,1.15,51,0.0
2024-11-19,11.4,6.3,8.0,2.8,0.0,0.0,0.0,0.0,21.2,47.5,12.24,2.22,3,32433.91
2024-11-20,7.8,5.3,5.2,2.1,3.8,3.8,0.0,14.0,12.7,26.6,1.82,0.55,55,0.0
2024-11-21,12.8,8.0,12.5,5.0,9.9,9.9,0.0,15.0,14.8,30.2,2.86,0.56,61,301.92
2024-11-22,16.7,6.2,16.1,4.6,0.0,0.0,0.0,0.0,16.1,37.1,11.14,1.65,3,32400.0
2024-11-23,14.4,8.1,9.7,5.1,0.0,0.0,0.0,0.0,21.1,52.2,11.93,2.69,3,32400.0
2024-11-24,12.9,6.8,10.9,4.4,0.0,0.0,0.0,0.0,10.2,22.3,10.61,1.64,3,26515.46
2024-11-25,12.5,5.3,10.6,2.4,0.0,0.0,0.0,0.0,9.6,19.8,11.74,1.57,0,32400.0
2024-11-26,13.7,4.4,12.7,1.5,4.5,4.5,0.0,4.0,10.2,32.0,9.15,1.24,61,24886.83
2024-11-27,18.7,8.6,19.9,6.1,43.6,43.6,0.0,6.0,18.7,39.6,10.74,1.83,65,32400.0
2024-11-28,15.8,8.6,13.6,6.1,0.0,0.0,0.0,0.0,13.1,30.6,11.65,2.21,0,32400.0
2024-11-29,14.2,6.9,11.6,4.4,0.0,0.0,0.0,0.0,13.1,30.6,11.27,1.9,3,32388.92
2024-11-30,14.5,5.5,12.3,3.4,0.0,0.0,0.0,0.0,10.1,24.5,11.23,1.62,1,32374.44
2024-12-01,15.1,6.2,13.5,4.3,0.0,0.0,0.0,0.0,11.0,22.3,11.23,1.66,0,32361.64
2024-12-02,15.3,6.5,14.5,3.5,0.0,0.0,0.0,0.0,10.6,22.3,10.75,1.49,3,32295.06
2024-12-03,14.9,5.7,14.0,3.8,0.0,0.0,0.0,0.0,8.7,18.0,10.95,1.46,2,32231.08
2024-12-04,16.0,7.9,14.7,5.5,0.0,0.0,0.0,0.0,9.2,24.1,10.56,1.55,3,31802.78
2024-12-05,14.6,8.1,13.0,6.1,1.3,1.3,0.0,4.0,10.0,19.8,9.25,1.4,53,25134.97
2024-12-06,14.9,5.7,12.7,3.7,0.0,0.0,0.0,0.0,14.2,34.6,10.97,1.79,3,32055.7
2024-12-07,10.4,4.9,7.6,2.1,0.0,0.0,0.0,0.0,10.7,23.0,8.16,1.28,3,25784.35
2024-12-08,11.0,3.7,8.0,1.1,0.0,0.0,0.0,0.0,21.4,54.4,10.53,1.73,3,30881.27
2024-12-09,10.8,4.0,6.9,0.2,0.0,0.0,0.0,0.0,13.5,35.6,10.91,1.9,1,31907.19
2024-12-10,12.4,4.8,9.5,1.5,0.0,0.0,0.0,0.0,12.2,28.1,10.74,1.63,3,31864.12
2024-12-11,11.9,3.9,9.4,0.5,0.0,0.0,0.0,0.0,16.7,37.1,9.79,1.69,3,29145.25
2024-12-12,9.2,2.2,4.0,-1.7,0.0,0.0,0.0,0.0,18.3,43.6,11.03,2.2,2,31788.15
2024-12-13,8.4,1.6,5.7,-1.7,0.1,0.1,0.0,1.0,10.1,22.3,6.91,1.03,51,16788.47
2024-12-14,10.5,2.0,5.0,-2.5,0.0,0.0,0.0,0.0,21.5,48.6,10.41,2.04,3,28792.65
2024-12-15,9.7,1.1,7.6,-2.3,0.0,0.0,0.0,0.0,9.2,20.2,10.81,1.39,0,31692.58
2024-12-16,11.7,2.7,9.2,-0.8,0.0,0.0,0.0,0.0,9.3,17.6,10.6,1.45,0,31653.48
2024-12-17,12.2,1.7,9.3,-0.8,0.0,0.0,0.0,0.0,8.3,18.0,10.57,1.45,1,31616.54
2024-12-18,11.4,2.5,8.4,-0.5,0.0,0.0,0.0,0.0,13.0,29.5,10.24,1.66,3,31581.92
2024-12-19,7.5,2.6,3.4,-1.0,3.7,0.6,2.17,6.0,18.5,42.1,9.6,1.65,73,25200.0
2024-12-20,10.1,2.5,7.1,-1.2,0.0,0.0,0.0,0.0,12.7,25.6,9.99,1.56,3,28509.38
2024-12-21,14.2,1.6,9.9,-2.0,0.0,0.0,0.0,0.0,24.7,55.1,9.85,1.87,3,30833.25
2024-12-22,9.5,3.2,5.7,-1.2,0.0,0.0,0.0,0.0,24.6,59.0,10.77,2.51,0,31458.39
2024-12-23,9.6,2.1,6.1,-2.6,0.0,0.0,0.0,0.0,17.1,37.4,10.37,1.91,1,31430.96
2024-12-24,10.5,2.0,6.5,-2.1,0.0,0.0,0.0,0.0,15.5,36.0,10.63,1.94,2,31405.06
2024-12-25,9.8,3.5,6.6,-0.8,0.0,0.0,0.0,0.0,14.2,31.0,8.58,1.54,3,22762.38
2024-12-26,13.3,3.3,10.4,-0.2,0.0,0.0,0.0,0.0,11.5,25.6,9.98,1.63,3,31358.15
2024-12-27,10.2,4.7,7.1,1.4,0.0,0.0,0.0,0.0,16.5,38.5,10.48,1.81,3,31337.28
2024-12-28,9.7,1.4,6.9,-1.8,0.0,0.0,0.0,0.0,10.8,31.3,9.8,1.51,3,29063.21
2024-12-29,10.3,0.7,7.6,-1.9,0.0,0.0,0.0,0.0,18.7,42.1,10.63,1.73,1,31301.07
2024-12-30,9.0,2.7,5.3,-1.1,0.0,0.0,0.0,0.0,11.8,25.9,8.23,1.46,3,29587.8
2024-12-31,12.5,2.0,10.2,-0.3,0.0,0.0,0.0,0.0,28.1,63.0,10.26,1.99,3,30409.52
2025-01-01,10.9,4.1,6.5,-0.8,0.0,0.0,0.0,0.0,14.3,36.7,11.0,2.25,0,31304.72
2025-01-02,12.9,1.9,10.2,-1.9,0.0,0.0,0.0,0.0,10.5,22.0,10.74,1.71,3,31252.67
2025-01-03,7.1,3.1,4.3,-0.5,1.9,1.9,0.0,7.0,12.0,28.1,2.74,0.71,53,445.93
2025-01-04,8.2,1.3,4.4,-2.4,0.0,0.0,0.0,0.0,10.3,26.6,10.39,1.33,3,25304.2
2025-01-05,8.8,-0.7,5.9,-4.6,0.0,0.0,0.0,0.0,9.2,18.7,10.2,1.3,3,31239.47
2025-01-06,9.3,0.5,7.1,-2.7,23.0,23.0,0.0,8.0,17.1,49.3,6.31,0.84,63,19974.2
2025-01-07,11.2,4.2,9.5,1.8,0.2,0.2,0.0,1.0,12.9,28.8,6.79,1.07,51,26113.95
2025-01-08,9.5,2.1,6.5,-2.0,0.0,0.0,0.0,0.0,11.5,28.8,10.68,1.44,3,31593.99
2025-01-09,10.7,1.5,7.1,-2.4,0.0,0.0,0.0,0.0,14.7,36.4,11.29,1.74,3,31523.48
2025-01-10,7.5,-0.9,2.1,-5.4,0.0,0.0,0.0,0.0,16.8,41.0,11.67,1.9,3,31892.22
2025-01-11,9.4,-0.1,5.3,-3.9,0.0,0.0,0.0,0.0,10.2,23.4,11.51,1.55,0,31919.99
2025-01-12,6.3,0.2,3.9,-3.6,0.1,0.1,0.0,1.0,9.4,20.2,5.49,0.72,51,7200.0
2025-01-13,10.8,1.7,6.5,-1.3,0.0,0.0,0.0,0.0,23.3,56.2,11.57,1.9,3,32177.01
2025-01-14,10.6,0.5,8.2,-2.8,0.0,0.0,0.0,0.0,7.9,17.3,11.56,1.36,1,31905.47
2025-01-15,12.2,1.3,9.5,-1.4,0.3,0.3,0.0,1.0,20.4,46.8,10.35,1.87,51,31933.02
2025-01-16,6.3,1.1,2.9,-2.8,0.0,0.0,0.0,0.0,18.8,45.4,7.51,1.31,3,17233.07
2025-01-17,6.9,0.9,0.9,-3.5,0.0,0.0,0.0,0.0,21.4,52.2,11.7,2.11,1,32440.32
2025-01-18,7.7,1.2,4.3,-3.5,0.0,0.0,0.0,0.0,18.7,42.1,11.96,1.76,1,32829.14
2025-01-19,8.3,0.1,4.9,-3.8,1.9,1.9,0.0,5.0,11.5,22.3,7.89,1.11,53,18000.0
2025-01-20,12.9,4.8,10.9,2.0,1.5,1.5,0.0,6.0,11.3,24.8,10.8,1.61,51,26423.17
2025-01-21,11.9,6.0,9.2,3.2,0.1,0.1,0.0,1.0,10.3,26.6,8.84,1.35,51,26280.94
2025-01-22,12.2,2.6,8.5,-1.3,0.0,0.0,0.0,0.0,12.8,31.7,12.38,1.87,0,33347.06
2025-01-23,12.1,1.5,9.8,-2.0,0.0,0.0,0.0,0.0,9.3,21.6,11.43,1.5,2,33446.77
2025-01-24,13.0,3.0,10.7,-0.4,5.5,5.5,0.0,7.0,11.3,23.8,12.39,1.69,63,33548.05
2025-01-25,6.2,4.5,3.3,0.1,1.5,1.5,0.0,6.0,12.9,29.2,2.54,0.75,53,0.0
2025-01-26,10.3,1.3,5.0,-3.1,0.0,0.0,0.0,0.0,18.7,46.1,13.0,2.19,1,33754.82
2025-01-27,9.0,0.9,5.6,-2.3,0.0,0.0,0.0,0.0,13.2,30.6,9.85,1.45,3,26260.39
2025-01-28,11.4,2.5,8.9,-0.9,0.2,0.2,0.0,2.0,13.2,28.4,12.21,1.76,51,33967.6
2025-01-29,11.3,2.7,6.6,-0.2,0.5,0.5,0.0,1.0,17.8,43.9,13.24,2.14,53,34077.65
2025-01-30,10.1,0.4,6.6,-2.8,0.0,0.0,0.0,0.0,25.4,56.5,13.56,2.22,2,34190.08
2025-01-31,12.4,2.4,7.6,-2.5,0.0,0.0,0.0,0.0,17.3,37.8,12.8,2.53,3,34304.74
2025-02-01,10.9,1.0,7.3,-1.7,0.1,0.1,0.0,1.0,10.0,21.6,12.07,1.82,51,29098.98
2025-02-02,7.0,2.2,4.1,-1.8,9.1,9.1,0.0,16.0,17.1,38.5,2.44,0.4,55,0.0
2025-02-03,8.9,3.9,6.9,0.7,0.0,0.0,0.0,0.0,10.5,23.4,6.69,0.94,3,11497.77
2025-02-04,9.1,2.4,4.7,-2.2,0.1,0.1,0.0,1.0,14.2,34.6,11.66,1.91,51,23187.31
2025-02-05,7.4,-0.3,2.8,-3.7,0.5,0.1,0.28,3.0,24.1,54.0,13.09,2.29,71,34905.64
2025-02-06,7.9,0.7,3.8,-4.2,0.0,0.0,0.0,0.0,14.2,35.6,14.23,2.12,3,33834.7
2025-02-07,7.8,-0.5,4.5,-4.5,0.0,0.0,0.0,0.0,22.2,51.1,13.3,2.17,3,33891.55
2025-02-08,7.6,-0.3,1.8,-6.0,0.0,0.0,0.0,0.0,23.1,61.6,15.09,2.69,3,35282.64
2025-02-09,9.7,1.8,4.7,-3.4,0.0,0.0,0.0,0.0,20.9,50.8,14.76,2.92,0,35409.44
2025-02-10,9.7,-0.0,6.4,-3.6,0.0,0.0,0.0,0.0,11.9,30.6,14.98,2.19,3,35474.94
2025-02-11,8.7,0.7,2.9,-3.3,0.0,0.0,0.0,0.0,23.0,56.5,15.15,2.58,3,35540.02
2025-02-12,11.6,0.1,7.4,-3.2,0.0,0.0,0.0,0.0,25.8,58.7,11.8,2.05,3,34520.2
2025-02-13,11.5,3.5,9.0,-2.4,0.6,0.6,0.0,3.0,34.4,83.2,15.47,2.83,51,35668.74
2025-02-14,12.7,2.1,9.1,-2.0,0.0,0.0,0.0,0.0,13.9,33.5,14.89,2.59,3,28532.28
2025-02-15,12.5,3.7,8.9,0.0,0.0,0.0,0.0,0.0,14.7,33.8,15.71,2.71,3,35795.2
2025-02-16,16.1,7.2,13.1,4.1,0.0,0.0,0.0,0.0,11.2,28.8,13.09,2.41,3,26227.12
2025-02-17,13.8,4.4,11.0,-2.0,0.2,0.2,0.0,2.0,23.1,55.8,12.32,2.68,51,27785.83
2025-02-18,8.9,1.4,4.0,-4.7,0.0,0.0,0.0,0.0,21.1,50.0,16.6,3.22,3,36016.75
2025-02-19,7.2,0.2,1.0,-5.5,0.0,0.0,0.0,0.0,25.2,63.4,17.19,3.02,1,36092.36
2025-02-20,9.5,1.2,4.5,-3.5,0.0,0.0,0.0,0.0,16.9,39.2,15.28,3.01,3,28092.57
2025-02-21,9.7,0.3,5.3,-4.4,0.0,0.0,0.0,0.0,13.6,34.6,17.0,2.85,3,36160.75
2025-02-22,8.3,1.7,4.7,-2.5,0.0,0.0,0.0,0.0,21.8,52.6,14.68,2.76,3,33058.64
2025-02-23,9.3,1.1,5.3,-4.4,0.1,0.1,0.0,1.0,16.2,35.6,17.36,2.92,51,36322.22
2025-02-24,8.5,0.3,3.4,-3.8,0.0,0.0,0.0,0.0,19.3,47.9,15.28,2.84,3,34254.59
2025-02-25,11.4,2.3,8.3,-2.4,0.0,0.0,0.0,0.0,20.1,47.2,17.98,3.35,2,36512.73
2025-02-26,16.7,5.1,13.0,1.9,0.0,0.0,0.0,0.0,19.1,41.8,17.9,3.48,3,36336.77
2025-02-27,14.7,5.0,12.4,1.0,0.0,0.0,0.0,0.0,11.8,32.4,18.07,3.22,3,36729.06
2025-02-28,14.8,4.7,12.6,1.2,0.0,0.0,0.0,0.0,9.9,23.8,14.61,2.42,3,32838.87
2025-03-01,18.1,6.4,15.5,3.2,0.0,0.0,0.0,0.0,16.9,40.7,17.92,3.14,3,36968.14
2025-03-02,19.9,8.6,17.5,6.4,0.0,0.0,0.0,0.0,10.7,24.1,13.19,2.38,3,33902.88
2025-03-03,14.4,1.9,13.1,-2.9,28.7,25.6,2.17,15.0,22.2,45.7,1.97,0.44,75,0.0
2025-03-04,6.3,0.4,2.3,-4.4,6.6,2.5,2.87,8.0,19.6,37.8,5.04,0.99,73,0.0
2025-03-05,8.2,0.7,6.0,-4.3,17.1,16.8,0.21,18.0,20.5,45.0,2.54,0.46,73,0.0
2025-03-06,10.3,5.8,7.3,0.6,1.3,1.3,0.0,9.0,21.5,48.6,3.27,1.5,51,0.0
2025-03-07,8.8,2.7,3.4,-2.4,0.3,0.3,0.0,3.0,24.9,58.7,19.21,3.13,51,36317.98
2025-03-08,6.4,1.1,3.5,-2.5,6.5,6.4,0.07,8.0,11.1,25.6,5.34,0.91,71,1050.15
2025-03-09,10.8,1.9,7.5,-1.9,0.0,0.0,0.0,0.0,12.9,33.8,12.96,1.93,3,25138.41
2025-03-10,12.6,1.5,11.3,-1.9,0.0,0.0,0.0,0.0,10.3,25.2,19.97,2.76,3,38506.96
2025-03-11,11.7,5.0,11.0,2.3,1.7,1.7,0.0,5.0,12.1,24.1,6.51,1.05,53,2112.87
2025-03-12,13.7,7.0,13.5,5.6,21.0,21.0,0.0,14.0,13.3,30.2,7.71,1.19,63,8307.15
2025-03-13,18.8,8.9,18.5,7.8,0.3,0.3,0.0,2.0,12.9,28.4,16.1,2.71,51,34251.25
2025-03-14,16.0,6.8,15.3,3.0,0.0,0.0,0.0,0.0,15.1,32.0,19.71,3.47,3,37532.57
2025-03-15,11.7,4.7,8.7,1.7,2.5,2.5,0.0,5.0,12.2,26.6,10.14,1.71,55,15001.41
2025-03-16,7.6,4.8,5.0,0.1,19.0,19.0,0.0,20.0,23.3,55.1,2.35,0.42,63,0.0
2025-03-17,14.1,5.8,12.7,0.8,0.6,0.6,0.0,2.0,22.0,52.9,18.71,3.13,53,39746.68
2025-03-18,11.1,3.6,8.4,0.5,2.4,2.4,0.0,5.0,15.8,38.5,18.12,2.6,53,39404.8
2025-03-19,8.5,1.6,4.5,-3.8,21.2,17.3,2.73,16.0,26.4,54.0,7.73,1.18,75,12379.76
2025-03-20,11.7,2.4,9.9,-0.8,0.1,0.1,0.0,1.0,16.4,36.0,19.29,2.68,51,40149.71
2025-03-21,15.1,3.0,12.9,0.4,0.0,0.0,0.0,0.0,13.2,33.5,21.26,2.97,0,40362.3
2025-03-22,20.0,6.0,18.8,4.3,0.0,0.0,0.0,0.0,12.3,32.4,21.59,3.59,0,40695.77
2025-03-23,22.6,10.6,22.7,8.7,0.0,0.0,0.0,0.0,13.5,27.4,20.97,3.92,1,40436.03
2025-03-24,17.9,8.5,17.3,6.7,0.2,0.2,0.0,2.0,12.4,27.4,15.19,2.44,51,35449.57
2025-03-25,20.9,10.3,20.2,9.6,0.0,0.0,0.0,0.0,19.5,41.4,21.68,3.91,2,41239.32
2025-03-26,23.8,14.9,23.5,13.6,0.0,0.0,0.0,0.0,25.6,54.4,22.02,4.66,3,41464.25
2025-03-27,20.7,10.8,20.8,9.2,0.0,0.0,0.0,0.0,27.7,64.1,20.58,3.64,3,37162.16
2025-03-28,22.7,15.1,24.7,14.6,14.6,14.6,0.0,9.0,28.0,64.1,13.94,2.71,63,26795.2
2025-03-29,14.2,5.5,12.9,1.7,15.0,15.0,0.0,24.0,16.0,40.7,3.06,0.7,61,0.0
2025-03-30,12.8,4.9,11.4,2.2,1.5,1.5,0.0,5.0,17.1,38.5,19.45,2.81,53,38013.26
2025-03-31,7.5,4.6,4.2,0.6,2.0,2.0,0.0,10.0,11.3,29.2,5.94,1.33,53,679.22
